单字	拆分	编码权重	词库权重
㗹	口隹心	-1000	100
㗺	口一大非	-1000	100
㗻	口冎口辶	-1000	100
㗼	口业䒑未	-1000	100
㗽	乡丶阝口	-1000	100
㗾	口革亻	-1000	100
㗿	口門可	-1000	100
㘀	口臼米	-1000	100
㘁	口罒土	-1000	100
㘂	口䒑幺幺心	-1000	100
㘃	口艹口心	-1000	100
㘄	口木罒方	-1000	100
㘅	口行金	-1000	100
㘆	口士口冖土	-1000	100
㘇	口火火冖木	-1000	100
㘈	口匕矢龴疋	-1000	100
㘉	口⺮卩	-1000	100
㘊	口⻗言	-1000	100
㘋	口臣又貝	-1000	100
㘌	口虍豕刂	-1000	100
㘍	口小隹戈	-1000	100
㘎	口门工耳攵	-1000	100
㘏	䒑自辶口匕	-1000	100
㘐	口馬六乂	-1000	100
㘑	口士示氺	-1000	100
㘒	禾千田土口匕	-1000	100
㘓	口門木囗丷	-1000	100
㘔	口宀貝	-1000	100
㘕	口艹臣皿	-1000	100
㘖	口厂彡頁	-1000	100
㘗	口目目隹	-1000	100
㘘	言糹糹口	-1000	100
㘙	口口口厂工耳攵	-1000	100
㘚	口門工耳攵	-1000	100
㘛	口亼口龍	-1000	100
㘜	隹言隹口	-1000	100
㘝	囗又	-1000	100
㘞	囗力	-1000	100
㘟	囗廾	-1000	100
㘠	囗心丿	-1000	100
㘡	囗甲	-1000	100
㘢	囗光	-1000	100
㘣	囗口⺝	-1000	100
㘤	囗氵片爿一	-1000	100
㘥	囗爫缶丿糸	-1000	100
㘦	土力	-1000	100
㘧	土予	-1000	100
㘨	土冂人	-1000	100
㘩	土匕	-1000	100
㘪	土毛	-1000	100
㘫	土井	-1000	100
㘬	土勹厶	-1000	100
㘭	土幺	-1000	100
㘮	土尸丶	-1000	100
㘯	土力	-1000	100
㘰	土斗	-1000	100
㘱	土冂土	-1000	100
㘲	土尸九	-1000	100
㘳	北土	-1000	100
㘴	口人土	-1000	100
㘵	土巾	-1000	100
㘶	舛土	-1000	100
㘷	土艹乂	-1000	100
㘸	歹匕土	-1000	100
㘹	止匕土	-1000	100
㘺	土亻戈	-1000	100
㘻	土囗大	-1000	100
㘼	土耂一ㄅ	-1000	100
㘽	十戈土	-1000	100
㘾	土宀一	-1000	100
㘿	土日土	-1000	100
㙀	土穴九	-1000	100
㙁	土母	-1000	100
㙂	土丷口儿	-1000	100
㙃	土	-1000	100
㙄	土匕土	-1000	100
㙅	土口木	-1000	100
㙆	土宀厶	-1000	100
㙇	土豕丶	-1000	100
㙈	土虎	-1000	100
㙉	土	-1000	100
㙊	土長	-1000	100
㙋	土	-1000	100
㙌	土肀八	-1000	100
㙍	土又又又又	-1000	100
㙎	土戊一女	-1000	100
㙏	土日夊	-1000	100
㙐	土山而	-1000	100
㙑	丿口⽱土	-1000	100
㙒	田予土	-1000	100
㙓	土土土土	-1000	100
㙔	土韋	-1000	100
㙕	土田⺝	-1000	100
㙖	土丿口⽱	-1000	100
㙗	土田一	-1000	100
㙘	土覀女	-1000	100
㙙	氵龙土	-1000	100
㙚	土⺷牛	-1000	100
㙛	土甫寸	-1000	100
㙜	高土	-1000	100
㙝	土力力力⺝	-1000	100
㙞	土自木	-1000	100
㙟	土丶月	-1000	100
㙠	匸矢殳土	-1000	100
㙡	土彳人人龰	-1000	100
㙢	土廿㒳	-1000	100
㙣	土弓長	-1000	100
㙤	土虍丿丷	-1000	100
㙥	土衣八厶	-1000	100
㙦	亼木斗土	-1000	100
㙧	土田	-1000	100
㙨	土幺幺戊丶	-1000	100
㙩	土大丷日小	-1000	100
㙪	土士冖豆	-1000	100
㙫	土隹木	-1000	100
㙬	木人人犬土	-1000	100
㙭	土厂䒑欠	-1000	100
㙮	土⺮亼口	-1000	100
㙯	土八土丸云	-1000	100
㙰	角刀牛土	-1000	100
㙱	口一ㄅ虎土	-1000	100
㙲	土亠乡隹	-1000	100
㙳	土戊一口心	-1000	100
㙴	土⺈厂八言	-1000	100
㙵	土高土	-1000	100
㙶	土	-1000	100
㙷	土日幺幺灬	-1000	100
㙸	土亻业⺶㇏	-1000	100
㙹	土艹罒冖夕	-1000	100
㙺	土匚口丄貝	-1000	100
㙻	土广田土八土	-1000	100
㙼	土田田田	-1000	100
㙽	土大一白一白	-1000	100
㙾	土爻冖子	-1000	100
㙿	土禾乃	-1000	100
㚀	土虍豆戈	-1000	100
㚁	土土土一儿土土土一儿	-1000	100
㚂	土一口丨冖口口一	-1000	100
㚃	士冖㐅凵䒑	-1000	100
㚄	士冖田疋	-1000	100
㚅	夂一生	-1000	100
㚆	亠日夊	-1000	100
㚇	㐅凵八夊	-1000	100
㚈	夕十	-1000	100
㚉	乃夕夕	-1000	100
㚊	夕夕亥	-1000	100
㚋	夕夕⺆土口	-1000	100
㚌	夕夕田木	-1000	100
㚍	夕夕口丄貝	-1000	100
㚎	大凵	-1000	100
㚏	大廾	-1000	100
㚐	大大	-1000	100
㚑	彐大	-1000	100
㚒	大入入	-1000	100
㚓	大木	-1000	100
㚔	大	-1000	100
㚕	大弓	-1000	100
㚖	白大	-1000	100
㚗	大且	-1000	100
㚘	夫夫	-1000	100
㚙	力口大	-1000	100
㚚	大夕口	-1000	100
㚛	大匕日	-1000	100
㚜	大戈口一	-1000	100
㚝	大亻土土	-1000	100
㚞	大木木	-1000	100
㚟	㲋大	-1000	100
㚠	大灬	-1000	100
㚡	大可大可	-1000	100
㚢	亻女	-1000	100
㚣	女女	-1000	100
㚤	女弋	-1000	100
㚥	女一	-1000	100
㚦	女丌	-1000	100
㚧	女广	-1000	100
㚨	女⺄十	-1000	100
㚩	女冂二	-1000	100
㚪	女毛	-1000	100
㚫	女及	-1000	100
㚬	女勹冫	-1000	100
㚭	女尤	-1000	100
㚮	女冖几	-1000	100
㚯	女风	-1000	100
㚰	女不一	-1000	100
㚱	女一	-1000	100
㚲	女⺊口	-1000	100
㚳	女力口	-1000	100
㚴	女巾	-1000	100
㚵	女夂゛	-1000	100
㚶	女㠯	-1000	100
㚷	女人小	-1000	100
㚸	女一口	-1000	100
㚹	女卩	-1000	100
㚺	女乃子	-1000	100
㚻	田女	-1000	100
㚼	女田	-1000	100
㚽	工一ㄅ女	-1000	100
㚾	女口儿	-1000	100
㚿	女勹巳	-1000	100
㛀	女⺈彐	-1000	100
㛁	女干丷	-1000	100
㛂	女巴	-1000	100
㛃	丰刀女	-1000	100
㛄	女衣	-1000	100
㛅	女耳	-1000	100
㛆	女乃木	-1000	100
㛇	女广土	-1000	100
㛈	女耂一ㄅ	-1000	100
㛉	女西	-1000	100
㛊	女几木	-1000	100
㛋	女人⺗	-1000	100
㛌	女厶牛	-1000	100
㛍	女大人人	-1000	100
㛎	女口口	-1000	100
㛏	女一氺丶	-1000	100
㛐	女一日	-1000	100
㛑	歺又女	-1000	100
㛒	女豆	-1000	100
㛓	女㐅巾	-1000	100
㛔	女夂丰	-1000	100
㛕	女邑	-1000	100
㛖	女厶八夊	-1000	100
㛗	女人人土	-1000	100
㛘	女十冖子	-1000	100
㛙	女辛	-1000	100
㛚	女龴	-1000	100
㛛	女身	-1000	100
㛜	亻丨攵女	-1000	100
㛝	女貝	-1000	100
㛞	女王廾	-1000	100
㛟	女⺈冂大	1	9000001
㛠	女门日	-1000	100
㛡	女宀二儿	-1000	100
㛢	女禾乃	-1000	100
㛣	女口贝	-1000	100
㛤	女一	-1000	100
㛥	女水日	-1000	100
㛦	女木木	-1000	100
㛧	女山石	-1000	100
㛨	女乚	-1000	100
㛩	女⺝	-1000	100
㛪	女大日乚	-1000	100
㛫	女日勹	-1000	100
㛬	女土八土	-1000	100
㛭	女艹一日	-1000	100
㛮	女宀火又	-1000	100
㛯	女儿力	-1000	100
㛰	女民日	-1000	100
㛱	女田一	-1000	100
㛲	女頁	-1000	100
㛳	冖巾女	-1000	100
㛴	女巛囟	-1000	100
㛵	女爫冂土	-1000	100
㛶	女山火	-1000	100
㛷	禾尤女	-1000	100
㛸	女壴	-1000	100
㛹	女亻一日	-1000	100
㛺	女音	-1000	100
㛻	女大土土	-1000	100
㛼	女千臼	-1000	100
㛽	女宀米	-1000	100
㛾	女戊一口	-1000	100
㛿	女卅冖巾	-1000	100
㜀	女木目	-1000	100
㜁	女木日一	-1000	100
㜂	土土寸女	-1000	100
㜃	女亻言	-1000	100
㜄	女風	-1000	100
㜅	女亠幺田	-1000	100
㜆	女米辶	-1000	100
㜇	女土土心	-1000	100
㜈	矛夂力女	-1000	100
㜉	女巛邑	-1000	100
㜊	女尸艹一	-1000	100
㜋	女皿	-1000	100
㜌	士冖一女殳	-1000	100
㜍	女广肀口	-1000	100
㜎	女爫幺大	-1000	100
㜏	女口貝	-1000	100
㜐	女山豆	-1000	100
㜑	氵甫女	-1000	100
㜒	女臼廾	-1000	100
㜓	女艹亼口	-1000	100
㜔	女立口儿	-1000	100
㜕	女車辶	-1000	100
㜖	女一曲曰	-1000	100
㜗	女厶厶厶人彡	-1000	100
㜘	女虍且	-1000	100
㜙	女鹿	-1000	100
㜚	女宀亻一白	-1000	100
㜛	女車欠	-1000	100
㜜	女龶刀攵	-1000	100
㜝	女亽ヿ酉	-1000	100
㜞	車斤女	-1000	100
㜟	女工耳攵	-1000	100
㜠	女山隹	-1000	100
㜡	女彳人人龰	-1000	100
㜢	女口丨女	-1000	100
㜣	女犬灬	-1000	100
㜤	女覀日十	-1000	100
㜥	女罒貝	-1000	100
㜦	女彐工口寸	-1000	100
㜧	女厂䒑欠	-1000	100
㜨	女尸氺牛	-1000	100
㜩	女丿冂米大	-1000	100
㜪	立木斤女	-1000	100
㜫	女彳山一几攵	-1000	100
㜬	女⺈厂八言	-1000	100
㜭	女田	-1000	100
㜮	女臣皿	-1000	100
㜯	女巳灬	-1000	100
㜰	女白幺幺木	-1000	100
㜱	女斤斤貝	-1000	100
㜲	女亡口月女凡	-1000	100
㜳	女衣罒水	-1000	100
㜴	女艹罒冖目	-1000	100
㜵	女衣馬	-1000	100
㜶	女㲋兔	-1000	100
㜷	弓一女	-1000	100
㜸	艹辛女	-1000	100
㜹	女目目隹	-1000	100
㜺	女儿儿貝	-1000	100
㜻	女言糹糹心	-1000	100
㜼	女田田田冖且	-1000	100
㜽	巛子	-1000	100
㜾	子人	-1000	100
㜿	子予	-1000	100
㝀	母子	-1000	100
㝁	勹日子	-1000	100
㝂	子扌斤	-1000	100
㝃	子儿	-1000	100
㝄	子一	-1000	100
㝅	士冖一子殳	-1000	100
㝆	子壴口	-1000	100
㝇	子子	-1000	100
㝈	言糹糹子子	-1000	100
㝉	宀一	-1000	100
㝊	宀又	-1000	100
㝋	宀了	-1000	100
㝌	宀㇏	-1000	100
㝍	宀一ㄅ一	-1000	100
㝎	宀之	-1000	100
㝏	宀人	-1000	100
㝐	穴厶	-1000	100
㝑	宀方	-1000	100
㝒	宀十口	-1000	100
㝓	宀亼口	-1000	100
㝔	宀六乂	-1000	100
㝕	宀心又	-1000	100
㝖	宀夕夕	-1000	100
㝗	宀丶艮	-1000	100
㝘	宀言	-1000	100
㝙	宀王	-1000	100
㝚	宀丿止廴	-1000	100
㝛	宀亻一囗人	-1000	100
㝜	宀艹一日	-1000	100
㝝	宀木木	-1000	100
㝞	宀一	-1000	100
㝟	宀一見	-1000	100
㝠	宀日六	-1000	100
㝡	宀耳又	-1000	100
㝢	宀丿口⽱	-1000	100
㝣	宀丰刀大	-1000	100
㝤	宀一冂土	-1000	100
㝥	宀爿米	-1000	100
㝦	宀隹乃	-1000	100
㝧	宀女人人土	-1000	100
㝨	宀土口	-1000	100
㝩	宀广氺	-1000	100
㝪	宀土丸	-1000	100
㝫	宀阝夂一生	-1000	100
㝬	宀丰口夫	-1000	100
㝭	宀忄日生	-1000	100
㝮	宀屮凵示又	-1000	100
㝯	宀丿大口冂口	-1000	100
㝰	宀自穴方	-1000	100
㝱	宀爿艹罒冖夕	-1000	100
㝲	宀爿卝罒冖彐冖巾	-1000	100
㝳	一⺗	-1000	100
㝴	二儿寸	-1000	100
㝵	日一寸	-1000	100
㝶	罒儿寸	-1000	100
㝷	彐工凡寸	-1000	100
㝸	小白儿	-1000	100
㝹	小丿兔	1	9000001
㝺	䒑小丿	-1000	100
㝻	廿口小丿	-1000	100
㝼	尢一	-1000	100
㝽	尢水	-1000	100
㝾	尢工	-1000	100
㝿	尢皮	-1000	100
㞀	尢火	-1000	100
㞁	尢日匕	-1000	100
㞂	尢爫女	-1000	100
㞃	谷尤	-1000	100
㞄	尢大日乚	-1000	100
㞅	尢田木	-1000	100
㞆	尢大可	-1000	100
㞇	尢田一	-1000	100
㞈	尢户	-1000	100
㞉	尢工	-1000	100
㞊	屮凵示尢	-1000	100
㞋	尸又	-1000	100
㞌	尸子	-1000	100
㞍	尸丸	-1000	100
㞎	尸巴	-1000	100
㞏	尸丿之	-1000	100
㞐	尸立	-1000	100
㞑	尸毛	-1000	100
㞒	尸自	-1000	100
㞓	尸匕日	-1000	100
㞔	尸夕夕	-1000	100
㞕	尸八⺝	-1000	100
㞖	尸木冂	-1000	100
㞗	尸一氺丶	-1000	100
㞘	尸豕丶	-1000	100
㞙	尸毛水	-1000	100
㞚	尸千臼	-1000	100
㞛	尸彳匕日	-1000	100
㞜	尸彳禾女	-1000	100
㞝	戊⺊一小尸	-1000	100
㞞	尸彳人人龰	-1000	100
㞟	尸丷酉大	-1000	100
㞠	尸大丷日小	-1000	100
㞡	尸工工工工	-1000	100
㞢	屮一	-1000	100
㞣	屮八刀	-1000	100
㞤	山人	-1000	100
㞥	山入	-1000	100
㞦	山几	-1000	100
㞧	山乃	-1000	100
㞨	山子	-1000	100
㞩	山凡	-1000	100
㞪	山	-1000	100
㞫	山之	-1000	100
㞬	山工	-1000	100
㞭	大山	-1000	100
㞮	山⺈丶	-1000	100
㞯	己山	-1000	100
㞰	山十	-1000	100
㞱	山日	-1000	100
㞲	山口丨	-1000	100
㞳	山斗	-1000	100
㞴	山氏	-1000	100
㞵	山文	-1000	100
㞶	山文	-1000	100
㞷	屮王	-1000	100
㞸	山不	-1000	100
㞹	山可	-1000	100
㞺	山矢	-1000	100
㞻	山口一ㄅ	-1000	100
㞼	乛水山	-1000	100
㞽	山戈レ	-1000	100
㞾	山尸匕	-1000	100
㞿	山土㐅	-1000	100
㟀	禾山	-1000	100
㟁	山厂干	-1000	100
㟂	山母	-1000	100
㟃	山一口	-1000	100
㟄	山羊	-1000	100
㟅	山㐅凵儿	-1000	100
㟆	山亻十	1	9000001
㟇	山人人土	-1000	100
㟈	山一氺丶	-1000	100
㟉	山宀牛	-1000	100
㟊	山爫子	-1000	100
㟋	山丷口儿	-1000	100
㟌	山龙	-1000	100
㟍	山丶艮	-1000	100
㟎	山爫女	-1000	100
㟏	山亽ヿ口	-1000	100
㟐	山艹亡	-1000	100
㟑	山十冖子	-1000	100
㟒	山丿口	-1000	100
㟓	山㐅巾	-1000	100
㟔	山亽ヿ口	-1000	100
㟕	山口斗	-1000	100
㟖	山王廾	-1000	100
㟗	山八刀八刀	-1000	100
㟘	山⺆土口	-1000	100
㟙	山艹一日	-1000	100
㟚	木支山	-1000	100
㟛	山扌甘	-1000	100
㟜	山弓⺈小	-1000	100
㟝	山立口	-1000	100
㟞	山戈戈	-1000	100
㟟	山艹⺋	-1000	100
㟠	山冂䒑山	-1000	100
㟡	山丷夫⺋	-1000	100
㟢	山大可	-1000	100
㟣	山木八厶	-1000	100
㟤	山氺	-1000	100
㟥	山厶大彡	-1000	100
㟦	山冖車	-1000	100
㟧	山口口二ㄅ	-1000	100
㟨	山山而	-1000	100
㟩	民攵山	-1000	100
㟪	山田一	-1000	100
㟫	山白水	-1000	100
㟬	山臼丨又	-1000	100
㟭	山民日	-1000	100
㟮	山穴犬	-1000	100
㟯	山宀夂口	-1000	100
㟰	山冖日六	-1000	100
㟱	山灬	-1000	100
㟲	山厂白小	-1000	100
㟳	山覀木	-1000	100
㟴	山鬼	-1000	100
㟵	山罒一止	-1000	100
㟶	山厂白小	-1000	100
㟷	山艹亼口	-1000	100
㟸	山白大十	-1000	100
㟹	山耳卩	-1000	100
㟺	山口丨女	-1000	100
㟻	車斤山	-1000	100
㟼	山龶刀攵	-1000	100
㟽	山覀示	-1000	100
㟾	山广肀	-1000	100
㟿	山艹犬廾	-1000	100
㠀	鳥山	-1000	100
㠁	山厶厶厶人彡	-1000	100
㠂	山龶刀攵	-1000	100
㠃	山冂十口	-1000	100
㠄	山羽白	-1000	100
㠅	山彳日夊	-1000	100
㠆	山口口田十	-1000	100
㠇	山小尤	-1000	100
㠈	山門王	-1000	100
㠉	山立田土	-1000	100
㠊	山虍业	-1000	100
㠋	山口口口二ㄅ	-1000	100
㠌	山欠	-1000	100
㠍	山隹木	-1000	100
㠎	山隹木	-1000	100
㠏	山艹一艹	1	9000001
㠐	山丿大口冂口	-1000	100
㠑	山罒非	-1000	100
㠒	山覀示刂	-1000	100
㠓	山艹冖一豕	1	9000001
㠔	山尸口辛	-1000	100
㠕	山阝鬼	-1000	100
㠖	山丿扌	-1000	100
㠗	山丿冂米大	-1000	100
㠘	山一ㄅ丨	-1000	100
㠙	山豕	-1000	100
㠚	山业寸	-1000	100
㠛	山艹隹又	-1000	100
㠜	山匕矢龴疋	-1000	100
㠝	山夫夫貝	-1000	100
㠞	彳山一王攵山	-1000	100
㠟	山禾人氺	-1000	100
㠠	山虍田皿	-1000	100
㠡	山衣馬	-1000	100
㠢	山鬼衣	-1000	100
㠣	山厂禾禾止	-1000	100
㠤	山衣口口一	-1000	100
㠥	山田田田土	-1000	100
㠦	山山丰丰豆	-1000	100
㠧	山麻非	-1000	100
㠨	山木爻木罒寸	-1000	100
㠩	人㇗	-1000	100
㠪	工一	-1000	100
㠫	工凡夫	-1000	100
㠬	工口夫	-1000	100
㠭	工工工工	-1000	100
㠮	䒑业日工	-1000	100
㠯	㠯	-1000	100
㠰	力口己	-1000	100
㠱	己	-1000	100
㠲	巾匕	-1000	100
㠳	入巾	-1000	100
㠴	巾刀丶	-1000	100
㠵	亡巾	-1000	100
㠶	巾丿几	-1000	100
㠷	巾及	-1000	100
㠸	巾夫	-1000	100
㠹	巾人	-1000	100
㠺	巾小丿	-1000	100
㠻	耂巾	-1000	100
㠼	巾斤	-1000	100
㠽	巾夂゛	-1000	100
㠾	夕⺋巾	-1000	100
㠿	止匕巾	-1000	100
㡀	㡀	-1000	100
㡁	巾大二ㄅ	-1000	100
㡂	歹刂巾	-1000	100
㡃	巾人㇗	-1000	100
㡄	巾勹日	-1000	100
㡅	巾夕夕	-1000	100
㡆	巾亡	-1000	100
㡇	巾耳㇗	-1000	100
㡈	巾儿	-1000	100
㡉	巾弓亠幺	-1000	100
㡊	巾⺈臼	-1000	100
㡋	巾大日乚	-1000	100
㡌	巾⺜⺝	-1000	100
㡍	白大巾	-1000	100
㡎	巾厶大彡	-1000	100
㡏	巾亼⺝刂	-1000	100
㡐	巾䒑⺝刂	-1000	100
㡑	禾火巾	-1000	100
㡒	巾十目	-1000	100
㡓	巾冖車	-1000	100
㡔	矛攵巾	-1000	100
㡕	巾艹冂大	-1000	100
㡖	巾千田土	-1000	100
㡗	巾虎	-1000	100
㡘	巾䒑	-1000	100
㡙	巾囟匕	-1000	100
㡚	巾一冂土	-1000	100
㡛	巾艹亡	-1000	100
㡜	巾又示	-1000	100
㡝	巾夂丰辶	-1000	100
㡞	巾口丨女	-1000	100
㡟	巾一曲曰	-1000	100
㡠	巾癶豆	-1000	100
㡡	巾厂豆寸	-1000	100
㡢	巾曰罒一	-1000	100
㡣	冖巾龍	-1000	100
㡤	巾业䒑未	-1000	100
㡥	巾爫工彐心	-1000	100
㡦	巾宀一貝	-1000	100
㡧	巾穴癶豆	-1000	100
㡨	巾人人戈韭	-1000	100
㡩	言糹糹巾	-1000	100
㡪	巾爫尸〢止巳夊	-1000	100
㡫	幺曰勹人㇗	-1000	100
㡬	幺幺戊	-1000	100
㡭	幺幺一幺幺㇗	-1000	100
㡮	幺幺戊丶气	-1000	100
㡯	广丿七	-1000	100
㡰	广一	-1000	100
㡱	广㇏	-1000	100
㡲	广戈	-1000	100
㡳	广氏	-1000	100
㡴	广立	-1000	100
㡵	广亽龴	-1000	100
㡶	广口八	-1000	100
㡷	广木一	-1000	100
㡸	广	-1000	100
㡹	广且	-1000	100
㡺	广日一	-1000	100
㡻	广卩	-1000	100
㡼	广曰㇂丿	-1000	100
㡽	广聿	-1000	100
㡾	广艮	-1000	100
㡿	广䒑	-1000	100
㢀	广木冂	-1000	100
㢁	广夕夕	-1000	100
㢂	广	-1000	100
㢃	广丶艮	-1000	100
㢄	广豆	-1000	100
㢅	广王廾	-1000	100
㢆	广田土	-1000	100
㢇	广言	-1000	100
㢈	广隹	-1000	100
㢉	广禾丿七	-1000	100
㢊	广大可	-1000	100
㢋	广亻夕夕	-1000	100
㢌	广阝可	-1000	100
㢍	广艹冂大	-1000	100
㢎	广千臼	-1000	100
㢏	广亼⺝刂	-1000	100
㢐	广冎口	-1000	100
㢑	广隹十	-1000	100
㢒	广虍且	-1000	100
㢓	广音十	-1000	100
㢔	广彳人人龰	-1000	100
㢕	广乡隹	-1000	100
㢖	广釆田	-1000	100
㢗	广丿大口冂口	-1000	100
㢘	广䒑〢灬	-1000	100
㢙	广廿口力	-1000	100
㢚	广虍田力	-1000	100
㢛	广亼口口人人	-1000	100
㢜	广廿田心	-1000	100
㢝	广魚禾	-1000	100
㢞	广羽田艹	-1000	100
㢟	止廴	-1000	100
㢠	冂口廴	-1000	100
㢡	爿寸廾	-1000	100
㢢	尚攵廾	-1000	100
㢣	艹句攵廾	-1000	100
㢤	十弋刀	-1000	100
㢥	冂一口弋	-1000	100
㢦	可可弋	-1000	100
㢧	弓一	-1000	100
㢨	弓干	-1000	100
㢩	弓勹丶	-1000	100
㢪	弓二ㄅ	-1000	100
㢫	弓山	-1000	100
㢬	弓厶	-1000	100
㢭	弓攴	-1000	100
㢮	弓也	-1000	100
㢯	弓民	-1000	100
㢰	弓皮	-1000	100
㢱	弓厶小	-1000	100
㢲	弓弓	-1000	100
㢳	弓	-1000	100
㢴	弓囱	-1000	100
㢵	弓亼口	-1000	100
㢶	弓一白	-1000	100
㢷	弓山夕	-1000	100
㢸	弓弓攵	-1000	100
㢹	弓辛	-1000	100
㢺	弓立女	-1000	100
㢻	弓禾女	-1000	100
㢼	弓㡀	-1000	100
㢽	弓耳弓	-1000	100
㢾	弓覀土	-1000	100
㢿	弓亻矢	-1000	100
㣀	弓十目	-1000	100
㣁	弓艹一丿	-1000	100
㣂	弓鬲	-1000	100
㣃	弓⺝弓	-1000	100
㣄	弓氵匚コ木	-1000	100
㣅	弓旡旡曰	-1000	100
㣆	弓一王	-1000	100
㣇	彑巾	-1000	100
㣈	彑巾彑巾	-1000	100
㣉	工彡	-1000	100
㣊	夂彡	-1000	100
㣋	井丶彡	-1000	100
㣌	⺊口彡	-1000	100
㣍	厶口彡	-1000	100
㣎	白小彡	-1000	100
㣏	大日十彡	-1000	100
㣐	白水彡	-1000	100
㣑	广肀彡	-1000	100
㣒	丷囗⺌曰彡	-1000	100
㣓	歺又米彡	-1000	100
㣔	彳丁	-1000	100
㣕	彳大	-1000	100
㣖	彳大丶	-1000	100
㣗	彳户	-1000	100
㣘	彳句	-1000	100
㣙	彳由	-1000	100
㣚	彳冂一口	-1000	100
㣛	彳亼口	-1000	100
㣜	彳一廾刂	-1000	100
㣝	彳戈	-1000	100
㣞	彳八厶儿	-1000	100
㣟	彳士口	-1000	100
㣠	彳丨夂゛	-1000	100
㣡	彳亻口丨	-1000	100
㣢	彳丷弓	-1000	100
㣣	彳大入入	-1000	100
㣤	彳戈戈	-1000	100
㣥	彳亻土寸	-1000	100
㣦	彳禾女	-1000	100
㣧	彳幺⺝乚	-1000	100
㣨	彳女十口	-1000	100
㣩	彳木木	-1000	100
㣪	彳爫一又	-1000	100
㣫	彳千田土	-1000	100
㣬	彳口耳	-1000	100
㣭	彳㐅凵八夊	-1000	100
㣮	彳十冂	-1000	100
㣯	彳尸⺌⺝	-1000	100
㣰	彳釆心	-1000	100
㣱	彳貝	-1000	100
㣲	彳山一口攵	-1000	100
㣳	彳卌一灬	-1000	100
㣴	彳黄	-1000	100
㣵	彳土羊辶	-1000	100
㣶	彳㐭日一	-1000	100
㣷	彳宀心皿丁	-1000	100
㣸	彳豕生	-1000	100
㣹	彳广亻隹心	-1000	100
㣺	心	-1000	100
㣻	乂心	-1000	100
㣼	忄刀丶	-1000	100
㣽	女心	-1000	100
㣾	忄又丶	-1000	100
㣿	忄勹丶	-1000	100
㤀	入㇗心	-1000	100
㤁	一大心	-1000	100
㤂	及心	-1000	100
㤃	忄方	-1000	100
㤄	忄一巾	-1000	100
㤅	旡心	-1000	100
㤆	忄又	-1000	100
㤇	忄丿大	-1000	100
㤈	忄心	-1000	100
㤉	忄牙	-1000	100
㤊	忄爻	-1000	100
㤋	忄八刀	-1000	100
㤌	忄甘	-1000	100
㤍	工一ㄅ心	-1000	100
㤎	力口心	-1000	100
㤏	忄夂゛	-1000	100
㤐	⺊口心	-1000	100
㤑	忄口	-1000	100
㤒	忄大十	-1000	100
㤓	忄木一	-1000	100
㤔	忄亻寸	-1000	100
㤕	忄屮凵	-1000	100
㤖	忄宀丁	-1000	100
㤗	㇏⺗	-1000	100
㤘	忄⺈彐	1	9000001
㤙	囗コ心	-1000	100
㤚	忄行	-1000	100
㤛	忄亻壬	-1000	100
㤜	忄戊丶	-1000	100
㤝	忄儿	-1000	100
㤞	忄宀丿七	-1000	100
㤟	曲心	-1000	100
㤠	歹刂心	-1000	100
㤡	忄歹刂	-1000	100
㤢	忄⺝	-1000	100
㤣	䒑廾心	-1000	100
㤤	忄日	-1000	100
㤥	忄亥	-1000	100
㤦	忄一口	-1000	100
㤧	忄一口	-1000	100
㤨	忄艹	-1000	100
㤩	夂口心	-1000	100
㤪	一夕⺋心	-1000	100
㤫	⺝心	-1000	100
㤬	忄土土	-1000	100
㤭	忄丿大	-1000	100
㤮	犭王心	-1000	100
㤯	忄口	-1000	100
㤰	亻心	-1000	100
㤱	忄豆	-1000	100
㤲	大人人心	-1000	100
㤳	忄不口	-1000	100
㤴	忄耳㇗	-1000	100
㤵	子攵心	-1000	100
㤶	忄龙	-1000	100
㤷	忄亽ヿ口	-1000	100
㤸	忄土	-1000	100
㤹	忄一氺丶	-1000	100
㤺	忄亡	-1000	100
㤻	卵心	-1000	100
㤼	忄土厶力	-1000	100
㤽	忄寸	-1000	100
㤾	忄㓁木	-1000	100
㤿	忄大日乚	-1000	100
㥀	忄十目一	-1000	100
㥁	十罒㇗心	-1000	100
㥂	忄日一寸	-1000	100
㥃	忄門	-1000	100
㥄	忄土八夊	1	9000001
㥅	忄爫冖又	-1000	100
㥆	忄氺	-1000	100
㥇	忄戈戈	-1000	100
㥈	巾⺊口心	-1000	100
㥉	忄立口	-1000	100
㥊	忄月月	-1000	100
㥋	亻衣心	-1000	100
㥌	忄勹米	-1000	100
㥍	忄	-1000	100
㥎	禾心	-1000	100
㥏	忄	-1000	100
㥐	亼口卩心	-1000	100
㥑	心	-1000	100
㥒	忄爫木	-1000	100
㥓	忄大可	-1000	100
㥔	忄⺝	-1000	100
㥕	火火心	-1000	100
㥖	丹八厶心	-1000	100
㥗	忄日文	-1000	100
㥘	忄土厶刀丶	-1000	100
㥙	忄口丨心	-1000	100
㥚	忄臼人	-1000	100
㥛	忄了口又一	-1000	100
㥜	忄田⺝	-1000	100
㥝	忄弓耳	-1000	100
㥞	忄丷豕	-1000	100
㥟	忄彑	-1000	100
㥠	忄疋⺝	-1000	100
㥡	忄尸匕木	-1000	100
㥢	忄丷酉	-1000	100
㥣	大土土心	-1000	100
㥤	矛亽ヿ心	-1000	100
㥥	忄田⽱	-1000	100
